run_id,tolerance,wall_time_s,residual_norm,relative_residual
1,0.01,0.014355125138536096,0.03418069242848453,0.004933557993668337
2,0.01,0.00022937520407140255,0.03418069242848453,0.004933557993668337
3,0.01,0.0002030420582741499,0.03418069242848453,0.004933557993668337
4,0.01,0.00019712490029633045,0.03418069242848453,0.004933557993668337
5,0.01,0.0001952920574694872,0.03418069242848453,0.004933557993668337
6,0.01,0.00019220798276364803,0.03418069242848453,0.004933557993668337
7,0.01,0.00019150017760694027,0.03418069242848453,0.004933557993668337
8,0.01,0.00019183289259672165,0.03418069242848453,0.004933557993668337
9,0.01,0.0001902079675346613,0.03418069242848453,0.004933557993668337
10,0.01,0.00024150009267032146,0.03418069242848453,0.004933557993668337
11,0.0001,0.00022054207511246204,0.0005895431157278574,8.50932191410923e-05
12,0.0001,0.00024758302606642246,0.0005895431157278574,8.50932191410923e-05
13,0.0001,0.00021312478929758072,0.0005895431157278574,8.50932191410923e-05
14,0.0001,0.000203792005777359,0.0005895431157278574,8.50932191410923e-05
15,0.0001,0.00019995798356831074,0.0005895431157278574,8.50932191410923e-05
16,0.0001,0.00020141596905887127,0.0005895431157278574,8.50932191410923e-05
17,0.0001,0.00019837496802210808,0.0005895431157278574,8.50932191410923e-05
18,0.0001,0.0001974159386008978,0.0005895431157278574,8.50932191410923e-05
19,0.0001,0.00020895805209875107,0.0005895431157278574,8.50932191410923e-05
20,0.0001,0.00019916705787181854,0.0005895431157278574,8.50932191410923e-05
21,1e-06,0.0002095408271998167,1.8042340848188795e-06,2.6041875863781956e-07
22,1e-06,0.00021445797756314278,1.8042340848188795e-06,2.6041875863781956e-07
23,1e-06,0.0002034578938037157,1.8042340848188795e-06,2.6041875863781956e-07
24,1e-06,0.00021674996241927147,1.8042340848188795e-06,2.6041875863781956e-07
25,1e-06,0.0001962499227374792,1.8042340848188795e-06,2.6041875863781956e-07
26,1e-06,0.0002016248181462288,1.8042340848188795e-06,2.6041875863781956e-07
27,1e-06,0.0002703750506043434,1.8042340848188795e-06,2.6041875863781956e-07
28,1e-06,0.0002248329110443592,1.8042340848188795e-06,2.6041875863781956e-07
29,1e-06,0.00025883386842906475,1.8042340848188795e-06,2.6041875863781956e-07
30,1e-06,0.0002410002052783966,1.8042340848188795e-06,2.6041875863781956e-07
31,1e-08,0.00023475009948015213,1.060579879684761e-08,1.5308151975827442e-09
32,1e-08,0.00021579093299806118,1.060579879684761e-08,1.5308151975827442e-09
33,1e-08,0.00021425005979835987,1.060579879684761e-08,1.5308151975827442e-09
34,1e-08,0.0002126661129295826,1.060579879684761e-08,1.5308151975827442e-09
35,1e-08,0.00021145795471966267,1.060579879684761e-08,1.5308151975827442e-09
36,1e-08,0.00022595888003706932,1.060579879684761e-08,1.5308151975827442e-09
37,1e-08,0.00021191686391830444,1.060579879684761e-08,1.5308151975827442e-09
38,1e-08,0.0002140419092029333,1.060579879684761e-08,1.5308151975827442e-09
39,1e-08,0.0002176249399781227,1.060579879684761e-08,1.5308151975827442e-09
40,1e-08,0.00021462514996528625,1.060579879684761e-08,1.5308151975827442e-09
41,1e-10,0.000216625165194273,9.52192550252119e-11,1.374371563021043e-11
42,1e-10,0.0002169169019907713,9.52192550252119e-11,1.374371563021043e-11
43,1e-10,0.00021575018763542175,9.52192550252119e-11,1.374371563021043e-11
44,1e-10,0.00021620793268084526,9.52192550252119e-11,1.374371563021043e-11
45,1e-10,0.00025566713884472847,9.52192550252119e-11,1.374371563021043e-11
46,1e-10,0.0002187499776482582,9.52192550252119e-11,1.374371563021043e-11
47,1e-10,0.00023266696371138096,9.52192550252119e-11,1.374371563021043e-11
48,1e-10,0.00021733297035098076,9.52192550252119e-11,1.374371563021043e-11
49,1e-10,0.00021500000730156898,9.52192550252119e-11,1.374371563021043e-11
50,1e-10,0.00021579209715127945,9.52192550252119e-11,1.374371563021043e-11
