run_id,preconditioner,tolerance,wall_time_s,residual_norm,relative_residual
1,preconditioner::Jacobi,1e-06,0.004054124932736158,8.477877375561503e-06,4.136780574629595e-07
2,preconditioner::Jacobi,1e-06,0.0006823749281466007,8.477877375561503e-06,4.136780574629595e-07
3,preconditioner::Jacobi,1e-06,0.000395667040720582,8.477877375561503e-06,4.136780574629595e-07
4,preconditioner::Jacobi,1e-06,0.0005350830033421516,8.477877375561503e-06,4.136780574629595e-07
5,preconditioner::Jacobi,1e-06,0.0005540419369935989,8.477877375561503e-06,4.136780574629595e-07
6,preconditioner::Jacobi,1e-06,0.0003391669597476721,8.477877375561503e-06,4.136780574629595e-07
7,preconditioner::Jacobi,1e-06,0.00032733380794525146,8.477877375561503e-06,4.136780574629595e-07
8,preconditioner::Jacobi,1e-06,0.0003739169333130121,8.477877375561503e-06,4.136780574629595e-07
9,preconditioner::Jacobi,1e-06,0.00041850004345178604,8.477877375561503e-06,4.136780574629595e-07
10,preconditioner::Jacobi,1e-06,0.0003619999624788761,8.477877375561503e-06,4.136780574629595e-07
11,preconditioner::Ic,1e-06,0.0003298749215900898,8.477877375561503e-06,4.136780574629595e-07
12,preconditioner::Ic,1e-06,0.0002897498197853565,8.477877375561503e-06,4.136780574629595e-07
13,preconditioner::Ic,1e-06,0.0003266669809818268,8.477877375561503e-06,4.136780574629595e-07
14,preconditioner::Ic,1e-06,0.00022487505339086056,8.477877375561503e-06,4.136780574629595e-07
15,preconditioner::Ic,1e-06,0.00045129191130399704,8.477877375561503e-06,4.136780574629595e-07
16,preconditioner::Ic,1e-06,0.00022620800882577896,8.477877375561503e-06,4.136780574629595e-07
17,preconditioner::Ic,1e-06,0.00020916713401675224,8.477877375561503e-06,4.136780574629595e-07
18,preconditioner::Ic,1e-06,0.00028545805253088474,8.477877375561503e-06,4.136780574629595e-07
19,preconditioner::Ic,1e-06,0.00024441606365144253,8.477877375561503e-06,4.136780574629595e-07
20,preconditioner::Ic,1e-06,0.0012761249672621489,8.477877375561503e-06,4.136780574629595e-07
21,preconditioner::Ilu,1e-06,0.0005453329067677259,8.477877375561503e-06,4.136780574629595e-07
22,preconditioner::Ilu,1e-06,0.0005564580205827951,8.477877375561503e-06,4.136780574629595e-07
23,preconditioner::Ilu,1e-06,0.0003841251600533724,8.477877375561503e-06,4.136780574629595e-07
24,preconditioner::Ilu,1e-06,0.0004659169353544712,8.477877375561503e-06,4.136780574629595e-07
25,preconditioner::Ilu,1e-06,0.00032304110936820507,8.477877375561503e-06,4.136780574629595e-07
26,preconditioner::Ilu,1e-06,0.0003577498719096184,8.477877375561503e-06,4.136780574629595e-07
27,preconditioner::Ilu,1e-06,0.0004267499316483736,8.477877375561503e-06,4.136780574629595e-07
28,preconditioner::Ilu,1e-06,0.000428707804530859,8.477877375561503e-06,4.136780574629595e-07
29,preconditioner::Ilu,1e-06,0.0003639589995145798,8.477877375561503e-06,4.136780574629595e-07
30,preconditioner::Ilu,1e-06,0.00040054204873740673,8.477877375561503e-06,4.136780574629595e-07
